gene_symbol	wikipedia_daily_page_views	wikipedia_daily_page_views_change_from_previous_day	view_rank	view_rank_delta
PAX8	14	6	1006	279
MUM1	14	9	1007	-62
PAX5	14	10	1008	-144
PLCG2	14	2	1009	1804
POU1F1	14	2	1010	1837
INSL3	14	1	1011	2946
DROSHA	14	9	1012	-51
ERN1	14	5	1013	528
CNTF	14	10	1014	-141
TREX1	14	7	1015	173
PRG2	14	14	1016	-353
NR1D1	14	9	1017	-46
CCL8	14	10	1018	-137
CASQ2	14	10	1019	-136
PNMT	14	51	1020	-850
AIM2	14	9	1021	-42
CYP51A1	14	7	1022	188
AVPR1B	14	15	1023	-399
TFEB	14	5	1024	625
MARCO	14	13	1025	-303
SHPK	14	15	1026	-400
GSDMD	14	11	1027	-205
MAPK14	13	6	1028	205
CASP8	13	13	1029	-361
GJB2	13	4	1030	658
FLT1	13	5	1031	386
HNF4A	13	5	1032	392
ATR	13	9	1033	-126
ACTA1	13	3	1034	1037
TWIST1	13	6	1035	209
MTRR	13	2	1036	1628
RAN	13	10	1037	-202
STAT6	13	12	1038	-298
CYP2A6	13	10	1039	-200
IRF1	13	7	1040	83
NCOA1	13	3	1041	1051
WNT5A	13	9	1042	-122
GATA1	13	8	1043	-33
CYBB	13	14	1044	-397
PTX3	13	8	1045	-30
LRP5	13	14	1046	-396
ITGA3	13	0	1047	5173
DIABLO	13	4	1048	694
CIITA	13	10	1049	-201
ALDH1A1	13	9	1050	-123
TCF4	13	4	1051	699
CEACAM1	13	4	1052	699
SPI1	13	5	1053	414
FEN1	13	0	1054	5199
DDX3X	13	2	1055	1688
HBG1	13	3	1056	1068
ATF3	13	12	1057	-309
TBXA2R	13	6	1058	226
CCR6	13	2	1059	1715
TET2	13	6	1060	231
MECOM	13	8	1061	-20
WNK1	13	3	1062	1114
C5AR1	13	4	1063	746
RORA	13	7	1064	102
ARNTL	13	15	1065	-448
FOLR1	13	6	1066	248
IL32	13	2	1067	1777
RAD21	13	3	1068	1141
ACVR2A	13	0	1069	5379
CDT1	13	13	1070	-365
BAP1	13	5	1071	462
CD226	13	13	1072	-359
SALL4	13	6	1073	255
ITGB7	13	0	1074	5576
ACP5	13	13	1075	-361
CALD1	13	3	1076	1227
G6PC	13	4	1077	808
MFGE8	13	2	1078	1896
RPE65	13	13	1079	-363
MYL2	13	2	1080	1902
TNFSF9	13	6	1081	268
CCL1	13	5	1082	520
PIKFYVE	13	6	1083	271
FOXG1	13	3	1084	1280
MLANA	13	5	1085	524
GBE1	13	19	1086	-589
DIO1	13	5	1087	531
GPNMB	13	3	1088	1308
HYAL2	13	0	1089	6330
T	13	14	1090	-425
ALPI	13	5	1091	549
IGJ	13	9	1092	-110
ASL	13	18	1093	-570
SV2A	13	3	1094	1384
CORIN	13	5	1095	551
GYG1	13	10	1096	-209
KLF15	13	1	1097	3928
SLIRP	13	11	1098	-277
FFAR4	13	1	1099	4071
MAPK1	12	15	1100	-507
NOD2	12	14	1101	-473
NOS2	12	14	1102	-472
PSEN1	12	8	1103	-111
CBL	12	10	1104	-278
ABCG2	12	14	1105	-473
OGG1	12	9	1106	-206
ITGAV	12	9	1107	-206
FGFR2	12	9	1108	-204
MICA	12	7	1109	-8
SMAD2	12	5	1110	313
SHC1	12	7	1111	-9
LIPC	12	13	1112	-433
CFLAR	12	3	1113	963
ROCK1	12	7	1114	3
F2RL1	12	5	1115	320
GPX1	12	2	1116	1554
PXN	12	5	1117	327
HDAC6	12	7	1118	8
POLG	12	14	1119	-474
FSHR	12	5	1120	327
BAD	12	22	1121	-702
SMAD1	12	4	1122	600
CSK	12	3	1123	973
PTCH1	12	8	1124	-111
HNF1B	12	1	1125	2675
KDM1A	12	4	1126	621
TFAP2A	12	3	1127	984
MCM2	12	1	1128	2683
RYR2	12	6	1129	146
SDHB	12	8	1130	-99
SFRP1	12	5	1131	350
SMC1A	12	3	1132	1019
PNPLA3	12	7	1133	17
IL1RL1	12	6	1134	156
OGT	12	7	1135	19
CD3E	12	2	1136	1643
RHOC	12	12	1137	-385
NPHS1	12	9	1138	-191
HLA-F	12	3	1139	1029
ANPEP	12	17	1140	-595
RNASE3	12	7	1141	24
HMBS	12	5	1142	371
LILRB1	12	4	1143	675
PCSK1	12	9	1144	-186
NR1I3	12	3	1145	1077
NTF3	12	5	1146	390
EXO1	12	3	1147	1088
HK1	12	6	1148	171
CD1A	12	5	1149	402
CCL18	12	7	1150	27
CXCL11	12	5	1151	406
TNFSF14	12	2	1152	1755
PVR	12	7	1153	29
PIGR	12	16	1154	-572
TYRP1	12	9	1155	-188
PRAME	12	2	1156	1784
SLC15A1	12	6	1157	177
CDKN2C	12	3	1158	1150
CXCL14	12	2	1159	1832
CD79B	12	5	1160	425
ICOSLG	12	6	1161	196
CENPB	12	8	1162	-86
CCR8	12	2	1163	1936
PDE3A	12	12	1164	-396
LGALS7	12	1	1165	3286
HRH3	12	15	1166	-544
TNFRSF18	12	5	1167	461
COX4I1	12	4	1168	779
ETFA	12	4	1169	779
PCCB	12	5	1170	463
FBXO11	12	12	1171	-401
RSAD2	12	5	1172	475
NRGN	12	2	1173	2164
SIGLEC1	12	4	1174	816
ASH1L	12	1	1175	4138
VGF	12	10	1176	-282
HK3	12	2	1177	2393
SELK	12	6	1178	222
NLGN4Y	12	10	1179	-283
SPRN	12	12	1180	-406
UBC	11	5	1181	229
MAPK3	11	7	1182	-85
UGT1A1	11	5	1183	232
SMAD4	11	11	1184	-402
PLK1	11	9	1185	-283
CDK9	11	4	1186	509
ITGA2B	11	2	1187	1468
TRAF2	11	5	1188	238
FGFR1	11	8	1189	-190
ENG	11	12	1190	-454
MAP2K1	11	5	1191	238
BMI1	11	10	1192	-359
TSC2	11	4	1193	511
GP1BA	11	7	1194	-79
TNFAIP3	11	8	1195	-194
GCG	11	13	1196	-511
MRE11A	11	3	1197	897
S100A8	11	4	1198	529
DNMT3A	11	3	1199	900
NEDD8	11	5	1200	258
XPA	11	3	1201	904
RAB5A	11	3	1202	914
SRF	11	5	1203	265
POLB	11	7	1204	-66
ANG	11	2	1205	1535
VTN	11	9	1206	-276
ARNT	11	6	1207	70
TYK2	11	9	1208	-274
RELN	11	21	1209	-767
MUC2	11	3	1210	926
FTL	11	7	1211	-64
MPZ	11	11	1212	-409
TFAM	11	3	1213	934
FABP4	11	5	1214	265
GATA2	11	11	1215	-411
RPS3	11	6	1216	67
CYP24A1	11	1	1217	2631
IFNAR1	11	4	1218	555
MDK	11	5	1219	273
ARG1	11	14	1220	-562
DAG1	11	3	1221	950
PTN	11	6	1222	85
FOXA1	11	6	1223	85
PER2	11	3	1224	963
CXCL16	11	3	1225	963
ABCG1	11	3	1226	967
FCGR1A	11	2	1227	1604
LY96	11	2	1228	1605
CD3D	11	14	1229	-570
SIRT2	11	5	1230	288
SCN4A	11	1	1231	2704
FPR1	11	3	1232	979
RHEB	11	7	1233	-62
EIF2AK3	11	8	1234	-178
PTGIR	11	7	1235	-63
SIRT3	11	3	1236	994
TDG	11	3	1237	1003
PIK3C2A	11	3	1238	1008
APCS	11	3	1239	1009
CNTNAP2	11	8	1240	-181
CYSLTR1	11	4	1241	600
LGALS3BP	11	2	1242	1651
ACPP	11	5	1243	311
TCOF1	11	1	1244	2798
DCX	11	8	1245	-181
SCN2A	11	7	1246	-66
CALCRL	11	7	1247	-66
NSF	11	5	1248	314
NOV	11	0	1249	5403
PNP	11	8	1250	-184
RAG2	11	4	1251	624
KMT2D	11	1	1252	2892
NODAL	11	14	1253	-591
PTGFR	11	5	1254	332
TNFAIP6	11	4	1255	643
MUT	11	15	1256	-636
APRT	11	5	1257	337
ABCC9	11	11	1258	-443
SOAT1	11	1	1259	3031
NNMT	11	4	1260	651
PLOD1	11	13	1261	-542
ULK1	11	8	1262	-184
C12orf5	11	0	1263	6433
ASGR2	11	5	1264	371
DR1	11	2	1265	2071
FFAR2	11	4	1266	718
CHRM5	11	13	1267	-546
CIDEA	11	4	1268	729
SARM1	11	6	1269	121
MYF5	11	8	1270	-184
SPAM1	11	4	1271	754
FMN1	11	1	1272	4326
CD96	11	4	1273	762
HDAC1	10	7	1274	-176
PTPN11	10	11	1275	-497
IGFBP3	10	12	1276	-548
HDAC2	10	5	1277	142
HSPA1A	10	5	1278	142
HSPA8	10	10	1279	-452
HSPB1	10	4	1280	414
XRCC6	10	7	1281	-175
PPIA	10	3	1282	788
RARA	10	4	1283	414
BCL2L11	10	9	1284	-372
PTPN6	10	6	1285	-40
ERBB3	10	13	1286	-606
PRKCE	10	3	1287	791
PIN1	10	2	1288	1375
SMARCB1	10	2	1289	1376
TNFRSF10B	10	1	1290	2479
NTRK1	10	11	1291	-501
ETS1	10	5	1292	147
NFKB2	10	4	1293	419
BECN1	10	11	1294	-499
NOTCH3	10	4	1295	423
GZMB	10	2	1296	1378
HBA2	10	2	1297	1378
MIR155	10	8	1298	-292
MUTYH	10	15	1299	-697
PKD1	10	7	1300	-172
CA9	10	9	1301	-380
CDC20	10	8	1302	-288
SRD5A2	10	0	1303	4911
CASP7	10	0	1304	4911
DISC1	10	3	1305	796
TRIM5	10	2	1306	1390
EDNRB	10	6	1307	-42
PDE4D	10	4	1308	438
NOX4	10	7	1309	-173
CTBP1	10	4	1310	447
ELK1	10	8	1311	-284
FANCD2	10	3	1312	814
MMP8	10	5	1313	160
TERC	10	6	1314	-32
APOA2	10	9	1315	-377
DMPK	10	6	1316	-28
AKR1C3	10	3	1317	839
LMNB1	10	2	1318	1467
CCR1	10	3	1319	843
RAC2	10	0	1320	5076
SLPI	10	5	1321	193
DLK1	10	3	1322	873
ABCB11	10	4	1323	493
TFF3	10	3	1324	878
IRF8	10	7	1325	-157
SFTPC	10	9	1326	-367
LBP	10	7	1327	-158
P2RY2	10	1	1328	2624
KRT7	10	7	1329	-159
MCM5	10	0	1330	5123
ATG5	10	11	1331	-522
CASK	10	10	1332	-460
POLI	10	4	1333	495
UTRN	10	1	1334	2656
CFI	10	9	1335	-373
LTBR	10	4	1336	498
PTGER3	10	6	1337	-11
TAPBP	10	5	1338	208
SLC1A3	10	2	1339	1566
CAD	10	9	1340	-374
ASCL1	10	4	1341	517
TACSTD2	10	2	1342	1592
MVK	10	2	1343	1592
TBXAS1	10	6	1344	-9
CSMD1	10	3	1345	962
OTX2	10	3	1346	968
SFRP2	10	0	1347	5415
PCK1	10	3	1348	970
DLD	10	4	1349	542
FABP5	10	4	1350	544
IDUA	10	2	1351	1643
CXCR6	10	7	1352	-158
SYN1	10	5	1353	239
TAZ	10	10	1354	-474
ETF1	10	5	1355	244
LTB	10	0	1356	5688
CYGB	10	2	1357	1737
OLIG2	10	6	1358	3
MGEA5	10	0	1359	5841
CD48	10	6	1360	2
LILRB4	10	2	1361	1761
ALDH1L1	10	2	1362	1770
LOXL2	10	5	1363	258
IFITM1	10	3	1364	1038
CACNA2D1	10	5	1365	258
KCNB1	10	1	1366	3129
UXT	10	0	1367	6143
ALDOC	10	11	1368	-551
LYVE1	10	3	1369	1061
PRDM16	10	4	1370	585
CD109	10	5	1371	266
IL25	10	9	1372	-392
CD207	10	0	1373	6598
GRM2	10	12	1374	-603
STAB1	10	5	1375	269
CRABP1	10	4	1376	604
CCR10	10	2	1377	2014
PRRX1	10	7	1378	-162
TRPV3	10	10	1379	-489
NGEF	10	1	1380	4083
MEGF10	10	7	1381	-160
LFNG	10	10	1382	-487
DLL3	10	1	1383	4181
GATB	10	6	1384	21
ARSF	10	17	1385	-829
HSD17B13	10	2	1386	2319
BIVM	10	8	1387	-293
SHD	10	6	1388	20
GSTP1	9	8	1389	-400
SUMO1	9	5	1390	24
PRKCD	9	4	1391	298
PIK3R1	9	8	1392	-397
PML	9	6	1393	-155
FCGR2A	9	3	1394	671
EZR	9	10	1395	-566
TGFBR2	9	7	1396	-291
VCP	9	1	1397	2366
ITGA2	9	5	1398	27
RXRA	9	3	1399	669
DNMT1	9	7	1400	-293
IFNB1	9	13	1401	-723
MEFV	9	5	1402	31
AURKB	9	4	1403	304
NCOR1	9	15	1404	-804
IL23R	9	11	1405	-613
YY1	9	1	1406	2369
BAK1	9	9	1407	-491
CDX2	9	8	1408	-405
CDK6	9	4	1409	310
MMP13	9	4	1410	310
IRAK1	9	6	1411	-156
TIMP3	9	0	1412	4796
EWSR1	9	4	1413	316
MYH7	9	10	1414	-569
ETV6	9	3	1415	682
FOXM1	9	4	1416	320
LHCGR	9	7	1417	-287
GRIN1	9	1	1418	2378
SMN2	9	2	1419	1301
CYR61	9	5	1420	45
ACTN1	9	6	1421	-150
NFATC1	9	3	1422	707
CDH13	9	7	1423	-283
SOD3	9	4	1424	340
CDC25A	9	3	1425	709
FXN	9	6	1426	-148
TLR8	9	8	1427	-393
IL2RB	9	5	1428	56
ZEB2	9	4	1429	345
PTH1R	9	8	1430	-393
ANGPTL4	9	4	1431	352
MTTP	9	7	1432	-274
DYSF	9	10	1433	-575
LCP2	9	5	1434	62
TLR6	9	4	1435	359
FLI1	9	6	1436	-133
RIPK2	9	2	1437	1365
PTGDS	9	5	1438	67
ADRA2B	9	1	1439	2463
INPP5D	9	0	1440	4946
ATF6	9	3	1441	744
CBLB	9	2	1442	1383
ADRA1A	9	7	1443	-280
CYP7A1	9	8	1444	-395
FOXP1	9	8	1445	-395
NUP62	9	4	1446	371
PHOX2B	9	7	1447	-280
IL9	9	10	1448	-580
MSH3	9	2	1449	1400
MSR1	9	16	1450	-869
H2AFZ	9	3	1451	778
VIPR1	9	2	1452	1411
TNFRSF13B	9	3	1453	778
RARRES2	9	5	1454	83
MERTK	9	5	1455	85
CSNK1D	9	6	1456	-134
FMO3	9	18	1457	-937
GMNN	9	6	1458	-133
CALCR	9	7	1459	-286
OAS1	9	9	1460	-496
RCOR1	9	0	1461	5091
TNK2	9	0	1462	5101
MAP3K11	9	0	1463	5157
NUMB	9	2	1464	1460
MYH11	9	3	1465	816
WNT4	9	7	1466	-282
IHH	9	3	1467	825
PKP2	9	0	1468	5195
PHGDH	9	3	1469	831
POLK	9	9	1470	-501
CD83	9	5	1471	105
CENPE	9	5	1472	108
MAGEA3	9	3	1473	844
DFFB	9	5	1474	117
WWTR1	9	4	1475	427
ATP2A1	9	5	1476	122
CASP14	9	1	1477	2819
PROP1	9	4	1478	427
VEGFB	9	5	1479	124
METAP2	9	2	1480	1580
DACH1	9	2	1481	1603
ADD2	9	5	1482	131
FAT1	9	2	1483	1635
NPAS2	9	5	1484	132
HOMER1	9	7	1485	-281
SOX11	9	2	1486	1644
ALAS2	9	5	1487	133
IL21R	9	3	1488	935
RHOD	9	6	1489	-112
HIRA	9	8	1490	-407
SP7	9	7	1491	-284
CCL27	9	2	1492	1725
SSH1	9	0	1493	6400
ZP3	9	3	1494	968
NCR2	9	0	1495	6531
TWIST2	9	7	1496	-285
LOR	9	1	1497	3283
PMCH	9	3	1498	978
CYP26B1	9	3	1499	981
FSTL1	9	5	1500	150
MADCAM1	9	2	1501	1893
AMT	9	2	1502	1905
TAS1R1	9	3	1503	1051
CEACAM8	9	1	1504	3827
SLC17A7	9	6	1505	-113
NXN	9	8	1506	-415
GPR15	9	0	1507	9644
PIEZO2	9	8	1508	-415
CLEC12A	9	1	1509	4299
VILL	9	5	1510	172
GSTM1	8	2	1511	1138
KDR	8	4	1512	175
CAV1	8	11	1513	-736
TCF7L2	8	5	1514	-98
POLR2A	8	2	1515	1138
MMP14	8	8	1516	-520
CCNE1	8	3	1517	555
CUL1	8	3	1518	555
FCGR3A	8	4	1519	181
ADH1B	8	4	1520	182
BTRC	8	6	1521	-274
STUB1	8	4	1522	187
UCP2	8	2	1523	1144
PTK2B	8	4	1524	187
IFNA1	8	3	1525	557
S100A9	8	5	1526	-84
ILK	8	3	1527	560
ANGPT1	8	7	1528	-404
DDB1	8	4	1529	188
HNRNPK	8	1	1530	2251
PSIP1	8	2	1531	1148
RYR1	8	5	1532	-81
OLR1	8	4	1533	197
MAP3K5	8	1	1534	2255
SERPINF1	8	4	1535	196
GNAQ	8	5	1536	-81
PHB	8	4	1537	195
WAS	8	9	1538	-614
SULT1A1	8	2	1539	1156
HSP90B1	8	4	1540	195
CD247	8	19	1541	-1049
GC	8	8	1542	-526
JAG1	8	6	1543	-279
FLT4	8	0	1544	4686
CTSL	8	8	1545	-525
APOA4	8	1	1546	2260
GRIN2A	8	5	1547	-86
OPA1	8	2	1548	1175
IKZF1	8	7	1549	-412
MSN	8	2	1550	1180
VDAC1	8	3	1551	570
MTHFD1	8	2	1552	1198
NOX1	8	2	1553	1198
APAF1	8	16	1554	-979
RELB	8	4	1555	214
TACR1	8	9	1556	-619
PDX1	8	5	1557	-77
COL7A1	8	3	1558	590
RAB11A	8	5	1559	-76
BBC3	8	7	1560	-411
SCGB1A1	8	2	1561	1210
MFN2	8	9	1562	-621
MCM3	8	0	1563	4748
PTPN2	8	1	1564	2299
RHD	8	6	1565	-272
SFTPB	8	4	1566	216
ENO2	8	1	1567	2304
MUC4	8	3	1568	591
H3F3A	8	4	1569	218
KRT14	8	4	1570	219
SAMHD1	8	2	1571	1219
NTRK3	8	6	1572	-275
TXNIP	8	9	1573	-625
PRTN3	8	9	1574	-625
MALT1	8	3	1575	604
PSAP	8	8	1576	-532
C2	8	7	1577	-416
CCKBR	8	12	1578	-821
CD151	8	4	1579	226
GRIA1	8	9	1580	-629
GDF5	8	4	1581	226
MSX1	8	6	1582	-272
DCC	8	11	1583	-776
SLC22A1	8	3	1584	613
HES1	8	4	1585	230
PTMA	8	10	1586	-719
XDH	8	5	1587	-57
TAB1	8	3	1588	635
CYP11B1	8	6	1589	-271
MYLK	8	1	1590	2392
TRPV6	8	6	1591	-270
ITPR3	8	1	1592	2411
S100A1	8	0	1593	4925
ACACA	8	3	1594	651
SLC9A3	8	7	1595	-417
PAX9	8	2	1596	1315
TNFRSF12A	8	3	1597	676
SERPINA6	8	8	1598	-533
LUM	8	4	1599	255
BTG2	8	3	1600	683
AGR2	8	2	1601	1338
MLXIPL	8	7	1602	-419
FOXA2	8	7	1603	-418
GRM5	8	5	1604	-37
HMMR	8	5	1605	-37
MAF	8	3	1606	692
POLE	8	3	1607	692
AHNAK	8	4	1608	264
CNP	8	7	1609	-420
CDKL5	8	5	1610	-35
CSPG4	8	6	1611	-270
TIMELESS	8	3	1612	700
ACVR1B	8	1	1613	2525
IL13RA2	8	6	1614	-269
SCARB2	8	5	1615	-31
HPX	8	2	1616	1387
TYROBP	8	5	1617	-28
SORBS1	8	0	1618	5279
RPL24	8	0	1619	5296
ICAM2	8	3	1620	720
PDE4A	8	3	1621	727
MYOG	8	9	1622	-650
CCL24	8	2	1623	1448
EML4	8	3	1624	738
RBP1	8	0	1625	5500
TCF7	8	3	1626	749
TNNT1	8	3	1627	749
HCRTR2	8	5	1628	-14
CISH	8	4	1629	294
CCL13	8	6	1630	-266
NID1	8	2	1631	1498
NCS1	8	1	1632	2852
CDH11	8	4	1633	301
PYGL	8	0	1634	5820
CCR9	8	5	1635	-9
BCL11B	8	2	1636	1529
EBF1	8	6	1637	-261
TOMM20	8	3	1638	791
TRPM6	8	6	1639	-260
ACSL1	8	2	1640	1570
CXCL3	8	0	1641	6150
HTR5A	8	2	1642	1613
KLRC2	8	6	1643	-262
IKZF2	8	3	1644	820
BHLHE41	8	4	1645	318
BTLA	8	4	1646	318
FOLR2	8	2	1647	1641
TET1	8	16	1648	-1060
SYNGAP1	8	7	1649	-435
NEUROG3	8	1	1650	3223
P2RX3	8	3	1651	854
LDB3	8	0	1652	6866
TIMD4	8	9	1653	-668
JAM2	8	0	1654	7027
TDO2	8	2	1655	1757
PARL	8	2	1656	1770
DPEP1	8	1	1657	3382
EN1	8	3	1658	863
HAND1	8	1	1659	3398
SOX18	8	1	1660	3454
SLCO1C1	8	9	1661	-674
SLC5A7	8	0	1662	7735
ZP2	8	4	1663	346
SLC16A3	8	2	1664	1843
MFSD2A	8	2	1665	1920
SSH2	8	3	1666	920
TIFA	8	5	1667	1
IFNK	8	1	1668	3964
FAT4	8	2	1669	1943
HCAR1	8	4	1670	363
MAEL	8	2	1671	1982
CINP	8	4	1672	368
SLC39A9	8	2	1673	2017
GAPT	8	4	1674	379
XRCC1	7	2	1675	975
ITGB3	7	4	1676	9
HLA-DQA1	7	5	1677	-265
E2F1	7	4	1678	12
APEX1	7	3	1679	381
CYP1B1	7	9	1680	-777
NBN	7	1	1681	2081
PAK1	7	11	1682	-895
LYN	7	11	1683	-895
MYH9	7	3	1684	393
CYP11B2	7	5	1685	-251
KAT2B	7	2	1686	976
COL2A1	7	5	1687	-251
WRN	7	5	1688	-248
SLC4A1	7	11	1689	-896
GRIN2B	7	3	1690	394
AKT2	7	6	1691	-438
SCN1A	7	2	1692	985
AHSG	7	4	1693	31
CACNA1C	7	17	1694	-1157
HMGA1	7	2	1695	996
RARB	7	12	1696	-951
TRIM28	7	4	1697	41
ATF2	7	4	1698	42
RASA1	7	4	1699	42
BMPR2	7	3	1700	404
TRAF3	7	3	1701	405
TUBA1A	7	0	1702	4525
HSPA9	7	1	1703	2102
ITGAL	7	8	1704	-683
LEF1	7	3	1705	402
ZEB1	7	5	1706	-244
IQGAP1	7	2	1707	1003
DPYD	7	2	1708	1003
IL23A	7	2	1709	1005
IRF5	7	2	1710	1007
IDE	7	6	1711	-442
DNM2	7	3	1712	403
TLR5	7	2	1713	1014
SNAI2	7	4	1714	40
CA2	7	5	1715	-245
GP6	7	4	1716	40
TOR1A	7	3	1717	408
MAP2K4	7	1	1718	2110
TPM1	7	3	1719	408
DUSP1	7	4	1720	42
TLR1	7	5	1721	-249
PRSS1	7	11	1722	-921
CLDN1	7	3	1723	408
ATP1A1	7	3	1724	409
KNG1	7	9	1725	-792
SREBF2	7	5	1726	-251
MPL	7	9	1727	-792
TNFSF13	7	3	1728	411
EIF2S1	7	1	1729	2109
GADD45A	7	3	1730	414
CGA	7	6	1731	-450
C4A	7	4	1732	40
USF1	7	2	1733	1032
ESRRA	7	2	1734	1041
BIN1	7	2	1735	1042
PITX2	7	6	1736	-447
UGT2B7	7	4	1737	41
PLP1	7	7	1738	-585
IRF7	7	8	1739	-701
PAX2	7	7	1740	-585
PLD2	7	3	1741	413
TFF1	7	1	1742	2124
EGLN1	7	5	1743	-253
FKBP1A	7	4	1744	40
TPM3	7	5	1745	-254
FCER1A	7	3	1746	414
HBD	7	13	1747	-1050
HTRA2	7	4	1748	40
ID2	7	7	1749	-592
BNIP3	7	9	1750	-804
TRADD	7	5	1751	-254
RBPJ	7	5	1752	-254
IL24	7	5	1753	-253
ITGA1	7	0	1754	4602
RBL1	7	5	1755	-252
ATXN1	7	1	1756	2137
TRIM21	7	6	1757	-453
JUNB	7	1	1758	2138
GABBR1	7	3	1759	425
MCM6	7	10	1760	-895
PADI4	7	0	1761	4637
TAL1	7	6	1762	-453
EPHX2	7	11	1763	-955
DAB2	7	4	1764	49
EFNB2	7	5	1765	-246
GCLC	7	1	1766	2171
INHBB	7	8	1767	-713
SERPINB2	7	5	1768	-243
TFR2	7	3	1769	443
CYP4F2	7	0	1770	4680
OTC	7	17	1771	-1225
ARHGEF7	7	0	1772	4684
NEUROD1	7	2	1773	1087
PDHA1	7	4	1774	51
SLC12A3	7	14	1775	-1115
GGCX	7	13	1776	-1068
DST	7	1	1777	2223
NFYA	7	1	1778	2226
SEMA3A	7	22	1779	-1351
TNNC1	7	2	1780	1100
DCK	7	4	1781	56
HERC2	7	5	1782	-234
SHANK3	7	8	1783	-722
ITGB6	7	0	1784	4786
IL5RA	7	0	1785	4802
NLRP1	7	2	1786	1114
SCRIB	7	9	1787	-822
ANK3	7	4	1788	58
SDHA	7	4	1789	61
EGR2	7	4	1790	63
MST1	7	3	1791	480
AQP5	7	3	1792	482
CPT2	7	5	1793	-228
TLR10	7	2	1794	1153
DCLRE1C	7	7	1795	-609
FCAR	7	4	1796	78
CEBPD	7	4	1797	82
GPX3	7	2	1798	1160
NCR3	7	2	1799	1162
LIFR	7	2	1800	1162
ADH5	7	3	1801	512
ALPP	7	4	1802	86
MTAP	7	2	1803	1172
GABPA	7	0	1804	4989
HOXB13	7	2	1805	1187
NPC1L1	7	8	1806	-738
FGF9	7	0	1807	5076
SEMA4D	7	3	1808	529
ASPN	7	1	1809	2422
TFAP2C	7	2	1810	1215
PRPS1	7	1	1811	2466
HNMT	7	5	1812	-211
MBNL1	7	4	1813	91
ID4	7	3	1814	543
ATG7	7	7	1815	-616
LAIR1	7	5	1816	-211
KIF4A	7	3	1817	551
DGCR8	7	3	1818	551
GADD45B	7	1	1819	2548
PDK1	7	8	1820	-743
PEMT	7	5	1821	-211
GZMA	7	3	1822	564
SOX5	7	1	1823	2579
RGS5	7	1	1824	2579
TOB1	7	0	1825	5426
ITGA7	7	7	1826	-624
SAP18	7	0	1827	5468
PAICS	7	2	1828	1293
PBK	7	0	1829	5475
TSC22D3	7	1	1830	2599
GALC	7	0	1831	5482
RAMP1	7	0	1832	5507
FKTN	7	0	1833	5573
LGMN	7	1	1834	2639
B3GAT1	7	3	1835	571
HTR1D	7	13	1836	-1116
IL37	7	5	1837	-210
VARS	7	1	1838	2688
EREG	7	1	1839	2727
HMGCL	7	5	1840	-211
PAM	7	4	1841	102
NMI	7	0	1842	5771
FOSL2	7	2	1843	1368
RHAG	7	2	1844	1371
IL18RAP	7	0	1845	5825
LRAT	7	1	1846	2752
ZAK	7	2	1847	1373
GNPTAB	7	4	1848	101
PRG4	7	1	1849	2785
DMC1	7	2	1850	1414
HOPX	7	1	1851	2884
SLC10A1	7	1	1852	2896
SMUG1	7	0	1853	6202
GPBAR1	7	6	1854	-472
LARGE	7	7	1855	-643
JARID2	7	1	1856	3105
ARTN	7	0	1857	7008
TRPM3	7	3	1858	669
SYNPO2	7	5	1859	-203
DUSP2	7	1	1860	3228
SCN3A	7	0	1861	7136
CBX2	7	5	1862	-205
BOK	7	0	1863	7244
CLPX	7	3	1864	676
PREPL	7	2	1865	1628
RNASEH2A	7	0	1866	7659
CLPS	7	2	1867	1636
CD160	7	7	1868	-651
BCAN	7	2	1869	1648
GPR119	7	7	1870	-652
XCR1	7	3	1871	691
DEDD	7	1	1872	3480
BATF	7	3	1873	693
MLYCD	7	3	1874	693
BORA	7	5	1875	-213
HTR1F	7	5	1876	-213
FAN1	7	1	1877	3582
VPREB1	7	2	1878	1693
ZFY	7	7	1879	-657
SLC25A37	7	0	1880	9731
AADAT	7	4	1881	153
MYOM2	7	0	1882	10373
ELTD1	7	0	1883	10542
NEUROG2	7	3	1884	736
SCN7A	7	0	1885	11162
WIPI1	7	1	1886	3974
MYL7	7	1	1887	4019
C1orf106	7	1	1888	4055
ARHGAP11B	7	4	1889	161
ERCC2	6	5	1890	-477
CREB1	6	7	1891	-792
SOCS3	6	6	1892	-651
FLNA	6	5	1893	-465
NOS1	6	5	1894	-463
MSH6	6	3	1895	179
ITGA5	6	2	1896	765
SOCS1	6	1	1897	1871
RUNX3	6	6	1898	-647
GNB2L1	6	1	1899	1878
NCOR2	6	3	1900	188
HNRNPA1	6	2	1901	772
UBB	6	5	1902	-457
CLTC	6	1	1903	1876
ERBB4	6	3	1904	187
STIM1	6	8	1905	-901
SLCO1B1	6	1	1906	1877
CRK	6	5	1907	-461
TPH2	6	8	1908	-901
CTTN	6	2	1909	776
CRHR1	6	8	1910	-899
EPHA2	6	4	1911	-177
NR5A1	6	9	1912	-987
HTRA1	6	2	1913	785
ALPL	6	1	1914	1883
PGF	6	8	1915	-897
ARF6	6	2	1916	785
ATP2A2	6	6	1917	-651
STAT4	6	5	1918	-459
ACTC1	6	10	1919	-1072
GATA4	6	8	1920	-898
ARRB1	6	1	1921	1887
SERPINB5	6	2	1922	797
CCR3	6	4	1923	-174
STMN1	6	6	1924	-654
DHX9	6	3	1925	189
